orig.ident	nCount_RNA	nFeature_RNA	nCount_ADT	nFeature_ADT	celltype
SeuratProject	2933.11500000017	16778	8583	10	CD4+T cell
SeuratProject	2877.10300000013	16778	7030	10	CD4+T cell
SeuratProject	2988.1330000002	16778	6545	10	CD4+T cell
SeuratProject	2923.1610000001	16778	5366	10	CD8+T cell
SeuratProject	2928.80900000013	16778	9281	10	CD4+T cell
SeuratProject	2968.90700000014	16778	8800	10	classical monocytes
SeuratProject	2943.8460000001	16778	8228	10	NK cell
SeuratProject	2972.80300000014	16778	11018	10	CD4+T cell
SeuratProject	3044.88200000023	16778	11619	10	CD4+T cell
SeuratProject	3104.42200000018	16778	12086	10	CD8+T cell
SeuratProject	2912.94200000014	16778	8656	10	CD8+T cell
SeuratProject	2957.79000000011	16778	8671	10	NK cell
SeuratProject	2967.21000000011	16778	12068	10	NK cell
SeuratProject	3033.63800000019	16778	11422	10	CD4+T cell
SeuratProject	2948.27800000013	16778	12015	10	CD4+T cell
SeuratProject	2933.43600000009	16778	8746	10	NK cell
SeuratProject	2910.34200000013	16778	9949	10	CD4+T cell
SeuratProject	2965.33300000016	16778	9846	10	classical monocytes
SeuratProject	2940.53300000017	16778	7549	10	CD4+T cell
SeuratProject	2950.52800000013	16778	14974	10	CD8+T cell
SeuratProject	2897.73000000016	16778	11569	10	CD8+T cell
SeuratProject	2928.08100000014	16778	7065	10	CD4+T cell
SeuratProject	2983.13600000019	16778	9944	10	CD4+T cell
SeuratProject	3043.10200000016	16778	12734	10	CD8+T cell
SeuratProject	2981.27100000012	16778	8540	10	CD4+T cell
SeuratProject	2961.93100000018	16778	10673	10	CD4+T cell
SeuratProject	2838.34200000013	16778	8509	10	CD4+T cell
SeuratProject	2933.85700000013	16778	7586	10	CD4+T cell
SeuratProject	2826.47900000011	16778	6792	10	CD4+T cell
SeuratProject	2923.80800000017	16778	14949	10	CD8+T cell
SeuratProject	2961.5810000002	16778	9417	10	CD4+T cell
SeuratProject	2857.6760000001	16778	8480	10	CD4+T cell
SeuratProject	2899.07400000014	16778	7989	10	CD4+T cell
SeuratProject	3038.40100000016	16778	14504	10	CD8+T cell
SeuratProject	3000.39200000013	16778	12423	10	CD8+T cell
SeuratProject	2889.70500000016	16778	13505	10	CD8+T cell
SeuratProject	2882.99800000011	16778	11117	10	CD8+T cell
SeuratProject	2844.00400000012	16778	8725	10	CD4+T cell
SeuratProject	2974.65300000016	16778	13114	10	CD8+T cell
SeuratProject	2930.74300000016	16778	9142	10	CD4+T cell
SeuratProject	3035.00900000017	16778	7699	10	CD4+T cell
SeuratProject	2971.71700000017	16778	10617	10	CD4+T cell
SeuratProject	2994.06800000016	16778	8567	10	classical monocytes
SeuratProject	2936.68600000013	16778	6646	10	classical monocytes
SeuratProject	2979.99700000016	16778	5806	10	classical monocytes
SeuratProject	3113.37800000016	16778	6662	10	classical monocytes
SeuratProject	2979.34800000013	16778	2895	10	classical monocytes
SeuratProject	2864.58400000007	16778	9506	10	CD4+T cell
SeuratProject	3075.39000000015	16778	7241	10	NK cell
SeuratProject	2947.80700000018	16778	8578	10	CD4+T cell
SeuratProject	2959.47400000012	16778	12339	10	non-classical monocytes
SeuratProject	3026.56200000017	16778	3978	10	naïve B cells
SeuratProject	2977.79400000014	16778	6762	10	CD8+T cell
SeuratProject	3055.08000000015	16778	11597	10	NK cell
SeuratProject	3079.92800000021	16778	8970	10	CD4+T cell
SeuratProject	2898.58000000015	16778	18447	10	CD8+T cell
SeuratProject	2957.04700000014	16778	10830	10	CD4+T cell
SeuratProject	2890.41100000016	16778	8832	10	CD4+T cell
SeuratProject	3015.63000000013	16778	9525	10	CD4+T cell
SeuratProject	2817.37200000012	16778	2270	10	naïve B cells
SeuratProject	2951.26600000015	16778	5082	10	classical monocytes
SeuratProject	2843.50000000016	16778	9957	10	CD8+T cell
SeuratProject	2918.76800000016	16778	6629	10	CD4+T cell
SeuratProject	2952.88000000017	16778	8016	10	CD4+T cell
SeuratProject	2861.69900000012	16778	8320	10	CD4+T cell
SeuratProject	2980.90800000019	16778	11278	10	CD4+T cell
SeuratProject	2951.26800000012	16778	8473	10	CD4+T cell
SeuratProject	2872.5640000001	16778	5195	10	NK cell
SeuratProject	3003.81600000011	16778	9469	10	CD8+T cell
SeuratProject	2921.12200000012	16778	11499	10	CD8+T cell
SeuratProject	2915.38700000017	16778	4473	10	CD4+T cell
SeuratProject	2888.02500000014	16778	10250	10	CD8+T cell
SeuratProject	2934.36000000011	16778	12077	10	NK cell
SeuratProject	2895.41100000013	16778	6918	10	CD4+T cell
SeuratProject	2985.34400000011	16778	8579	10	NK cell
SeuratProject	2916.06300000017	16778	4103	10	classical monocytes
SeuratProject	2930.11900000009	16778	15652	10	NK cell
SeuratProject	2989.20800000016	16778	13942	10	CD8+T cell
SeuratProject	2982.16800000012	16778	6832	10	CD8+T cell
SeuratProject	2946.74000000012	16778	9774	10	NK cell
SeuratProject	2888.39500000013	16778	7467	10	CD4+T cell
SeuratProject	2877.24600000012	16778	10788	10	CD4+T cell
SeuratProject	2805.2920000001	16778	8376	10	classical monocytes
SeuratProject	2915.96400000013	16778	10685	10	CD4+T cell
SeuratProject	2878.92400000011	16778	8966	10	CD8+T cell
SeuratProject	2952.11000000017	16778	10670	10	CD4+T cell
SeuratProject	3045.42900000018	16778	12588	10	CD4+T cell
SeuratProject	2925.97400000012	16778	11104	10	NK cell
SeuratProject	2950.5820000002	16778	9704	10	CD4+T cell
SeuratProject	2953.02200000014	16778	11914	10	CD4+T cell
SeuratProject	2965.07400000015	16778	12277	10	CD4+T cell
SeuratProject	3059.3840000002	16778	7510	10	CD4+T cell
SeuratProject	2810.64300000005	16778	11101	10	NK cell
SeuratProject	2892.39100000017	16778	13353	10	CD8+T cell
SeuratProject	2907.31400000013	16778	7450	10	CD4+T cell
SeuratProject	2934.05300000011	16778	16252	10	NK cell
SeuratProject	2864.83200000013	16778	8326	10	CD4+T cell
SeuratProject	2972.95700000014	16778	16811	10	CD8+T cell
SeuratProject	2810.67400000012	16778	11632	10	CD4+T cell
SeuratProject	2911.61800000019	16778	9397	10	CD4+T cell
SeuratProject	2809.24500000007	16778	4260	10	NK cell
SeuratProject	2840.22300000014	16778	9984	10	CD4+T cell
SeuratProject	2826.7310000001	16778	14626	10	CD8+T cell
SeuratProject	2943.17500000011	16778	9181	10	NK cell
SeuratProject	3008.2310000002	16778	12908	10	CD4+T cell
SeuratProject	2803.08200000012	16778	10430	10	CD4+T cell
SeuratProject	2925.07900000014	16778	9279	10	CD4+T cell
SeuratProject	2912.18800000013	16778	9204	10	CD4+T cell
SeuratProject	2928.31900000016	16778	7116	10	CD4+T cell
SeuratProject	2986.41800000012	16778	11217	10	NK cell
SeuratProject	2999.93600000018	16778	12441	10	CD4+T cell
SeuratProject	2984.07900000013	16778	13270	10	CD8+T cell
SeuratProject	3036.72500000016	16778	14662	10	CD8+T cell
SeuratProject	3018.46100000019	16778	11821	10	CD4+T cell
SeuratProject	3040.82700000022	16778	4827	10	classical monocytes
SeuratProject	2939.60800000016	16778	9133	10	CD4+T cell
SeuratProject	2945.78700000019	16778	10623	10	CD4+T cell
SeuratProject	2931.70000000009	16778	8073	10	NK cell
SeuratProject	3025.55200000019	16778	10528	10	classical monocytes
SeuratProject	2931.16700000011	16778	6414	10	NK cell
SeuratProject	2956.63100000022	16778	10191	10	CD4+T cell
SeuratProject	2905.36000000013	16778	9016	10	NK cell
SeuratProject	2966.49300000011	16778	11696	10	NK cell
SeuratProject	3133.9540000002	16778	13515	10	CD8+T cell
SeuratProject	2911.66600000017	16778	10969	10	CD4+T cell
SeuratProject	2974.05300000021	16778	10321	10	CD4+T cell
SeuratProject	2843.20600000013	16778	12723	10	CD4+T cell
SeuratProject	2922.69000000011	16778	10752	10	NK cell
SeuratProject	2978.62400000013	16778	15684	10	CD8+T cell
SeuratProject	2953.75600000013	16778	12067	10	CD8+T cell
SeuratProject	2960.8560000001	16778	9080	10	NK cell
SeuratProject	2996.43600000013	16778	8772	10	classical monocytes
SeuratProject	2917.66200000016	16778	14215	10	CD8+T cell
SeuratProject	3030.40400000017	16778	9063	10	CD4+T cell
SeuratProject	2827.75500000005	16778	13027	10	NK cell
SeuratProject	2918.84900000011	16778	9975	10	CD4+T cell
SeuratProject	2842.43400000007	16778	14349	10	NK cell
SeuratProject	2778.16700000008	16778	13276	10	CD8+T cell
SeuratProject	2965.70600000017	16778	9637	10	CD4+T cell
SeuratProject	2952.56200000022	16778	9076	10	CD4+T cell
SeuratProject	3019.12700000015	16778	9167	10	CD8+T cell
SeuratProject	2849.63800000013	16778	7749	10	CD4+T cell
SeuratProject	2986.29700000012	16778	11181	10	CD4+T cell
SeuratProject	2941.19700000014	16778	10804	10	CD8+T cell
SeuratProject	2788.44100000006	16778	11837	10	NK cell
SeuratProject	2899.99600000016	16778	8136	10	CD4+T cell
SeuratProject	2957.18000000017	16778	10978	10	CD4+T cell
SeuratProject	2958.57400000016	16778	9072	10	CD4+T cell
SeuratProject	2877.6470000001	16778	10459	10	CD8+T cell
SeuratProject	2896.36300000011	16778	10520	10	NK cell
SeuratProject	2927.18300000015	16778	10858	10	CD4+T cell
SeuratProject	2959.4470000001	16778	12588	10	NK cell
SeuratProject	2930.54300000011	16778	13318	10	NK cell
SeuratProject	2994.7730000002	16778	9104	10	CD4+T cell
SeuratProject	2954.48500000013	16778	6949	10	NK cell
SeuratProject	3010.86800000019	16778	13245	10	CD4+T cell
SeuratProject	2979.10700000018	16778	8509	10	CD4+T cell
SeuratProject	3037.88300000023	16778	7716	10	CD4+T cell
SeuratProject	2813.84600000012	16778	7271	10	CD4+T cell
SeuratProject	2943.61500000017	16778	10771	10	CD4+T cell
SeuratProject	2931.54000000011	16778	14045	10	NK cell
SeuratProject	2860.22000000013	16778	12240	10	CD8+T cell
SeuratProject	2970.78000000018	16778	8836	10	CD4+T cell
SeuratProject	2894.65600000012	16778	9829	10	CD4+T cell
SeuratProject	2895.00600000013	16778	10703	10	CD8+T cell
SeuratProject	2822.08300000011	16778	23077	10	classical monocytes
SeuratProject	2917.43500000011	16778	8985	10	NK cell
SeuratProject	2902.14400000013	16778	14939	10	CD8+T cell
SeuratProject	2942.34700000017	16778	7917	10	CD4+T cell
SeuratProject	2917.04400000013	16778	11203	10	CD4+T cell
SeuratProject	2936.93900000015	16778	11197	10	CD8+T cell
SeuratProject	3017.43300000013	16778	12530	10	NK cell
SeuratProject	3107.60000000018	16778	13075	10	CD8+T cell
SeuratProject	2893.82300000007	16778	11782	10	NK cell
SeuratProject	2901.87600000014	16778	9258	10	CD4+T cell
SeuratProject	2980.9310000001	16778	6192	10	NK cell
SeuratProject	2829.86500000008	16778	9868	10	CD8+T cell
SeuratProject	2901.14300000016	16778	9469	10	CD4+T cell
SeuratProject	2993.84700000014	16778	6104	10	classical monocytes
SeuratProject	3031.9090000001	16778	8910	10	NK cell
SeuratProject	2905.2680000001	16778	5161	10	NK cell
SeuratProject	2888.59400000017	16778	10439	10	CD4+T cell
SeuratProject	2978.78400000016	16778	9586	10	CD4+T cell
SeuratProject	3007.24300000018	16778	11691	10	CD4+T cell
SeuratProject	2974.20800000019	16778	8815	10	CD4+T cell
SeuratProject	2992.16900000019	16778	7388	10	CD4+T cell
SeuratProject	2911.56100000017	16778	12524	10	CD8+T cell
SeuratProject	2922.23700000013	16778	4069	10	classical monocytes
SeuratProject	3038.50400000021	16778	13674	10	CD8+T cell
SeuratProject	2936.99600000017	16778	9551	10	CD4+T cell
SeuratProject	2958.55200000016	16778	8453	10	classical monocytes
SeuratProject	2909.63200000009	16778	7347	10	NK cell
SeuratProject	2962.26800000012	16778	12631	10	NK cell
SeuratProject	2883.01200000016	16778	16594	10	CD8+T cell
SeuratProject	2838.34400000013	16778	12819	10	CD8+T cell
SeuratProject	3070.73900000017	16778	14020	10	CD8+T cell
SeuratProject	2983.55300000014	16778	11339	10	CD4+T cell
SeuratProject	2973.36100000018	16778	8277	10	CD4+T cell
SeuratProject	3069.47400000014	16778	13229	10	NK cell
SeuratProject	3036.86500000022	16778	10972	10	CD4+T cell
SeuratProject	2891.22800000012	16778	8330	10	NK cell
SeuratProject	2872.69400000017	16778	13806	10	CD4+T cell
SeuratProject	2929.78300000016	16778	7002	10	CD4+T cell
SeuratProject	3032.32500000022	16778	8495	10	CD4+T cell
SeuratProject	2893.74300000016	16778	12720	10	CD8+T cell
SeuratProject	2904.80400000015	16778	13027	10	CD8+T cell
SeuratProject	2798.4320000001	16778	10733	10	CD4+T cell
SeuratProject	3015.73300000018	16778	3105	10	naïve B cells
SeuratProject	2844.03300000011	16778	5463	10	NK cell
SeuratProject	3016.59700000012	16778	8405	10	NK cell
SeuratProject	3001.67400000017	16778	6216	10	CD4+T cell
SeuratProject	2808.93000000012	16778	13769	10	CD8+T cell
SeuratProject	3009.79800000017	16778	9772	10	classical monocytes
SeuratProject	2952.27700000013	16778	6655	10	NK cell
SeuratProject	3082.61400000014	16778	8077	10	classical monocytes
SeuratProject	2851.58000000009	16778	8648	10	NK cell
SeuratProject	2952.88100000016	16778	10489	10	CD4+T cell
SeuratProject	2906.83000000015	16778	7327	10	CD4+T cell
SeuratProject	2827.45300000012	16778	8240	10	CD4+T cell
SeuratProject	2820.31500000011	16778	10158	10	CD4+T cell
SeuratProject	3061.66000000016	16778	3771	10	naïve B cells
SeuratProject	2938.80000000018	16778	11154	10	CD4+T cell
SeuratProject	2998.54200000019	16778	9471	10	CD4+T cell
SeuratProject	3100.0320000002	16778	10831	10	classical monocytes
SeuratProject	3029.72400000014	16778	12371	10	CD8+T cell
SeuratProject	3033.3080000002	16778	8422	10	classical monocytes
SeuratProject	2989.77600000019	16778	11990	10	CD8+T cell
SeuratProject	2823.58600000011	16778	7139	10	CD4+T cell
SeuratProject	2844.23000000007	16778	11258	10	NK cell
SeuratProject	2885.25600000014	16778	13448	10	CD4+T cell
SeuratProject	2904.36700000017	16778	12986	10	CD4+T cell
SeuratProject	2995.5770000001	16778	12466	10	NK cell
SeuratProject	3061.65600000015	16778	9118	10	CD8+T cell
SeuratProject	2948.89100000014	16778	15989	10	CD8+T cell
SeuratProject	2986.35400000012	16778	24133	10	non-classical monocytes
SeuratProject	2938.74000000013	16778	3681	10	naïve B cells
SeuratProject	2959.3100000002	16778	13123	10	CD8+T cell
SeuratProject	2880.01100000014	16778	10712	10	CD4+T cell
SeuratProject	2866.57700000014	16778	10932	10	CD4+T cell
SeuratProject	2879.51400000009	16778	3267	10	CD8+T cell
SeuratProject	3004.79400000013	16778	6691	10	NK cell
SeuratProject	3041.51500000022	16778	11870	10	classical monocytes
SeuratProject	2911.4330000001	16778	10779	10	NK cell
SeuratProject	2926.58800000013	16778	7573	10	CD4+T cell
SeuratProject	3000.05300000019	16778	10744	10	CD4+T cell
SeuratProject	2923.89600000016	16778	8321	10	CD4+T cell
SeuratProject	2896.17500000015	16778	12025	10	CD4+T cell
SeuratProject	2934.39700000014	16778	4209	10	naïve B cells
SeuratProject	2914.77500000013	16778	10185	10	classical monocytes
SeuratProject	2946.27800000016	16778	18209	10	non-classical monocytes
SeuratProject	2929.62100000018	16778	10000	10	CD4+T cell
SeuratProject	2893.25800000014	16778	16632	10	CD8+T cell
SeuratProject	2863.43000000013	16778	14397	10	CD8+T cell
SeuratProject	2802.00300000013	16778	10786	10	CD4+T cell
SeuratProject	2965.67000000012	16778	19854	10	NK cell
SeuratProject	2938.95300000019	16778	11228	10	CD4+T cell
SeuratProject	3001.76200000017	16778	11190	10	classical monocytes
SeuratProject	3010.14300000014	16778	10586	10	classical monocytes
SeuratProject	3069.04100000022	16778	4589	10	classical monocytes
SeuratProject	2950.29100000011	16778	6681	10	NK cell
SeuratProject	3002.43200000022	16778	15091	10	CD8+T cell
SeuratProject	2830.44300000012	16778	12679	10	CD4+T cell
SeuratProject	2970.88700000019	16778	6830	10	CD4+T cell
SeuratProject	2932.2700000001	16778	8957	10	NK cell
SeuratProject	2893.29900000014	16778	12853	10	CD8+T cell
SeuratProject	3060.66500000017	16778	12332	10	CD8+T cell
SeuratProject	2960.25000000013	16778	8351	10	CD8+T cell
SeuratProject	2991.58500000007	16778	6752	10	classical monocytes
SeuratProject	3053.21400000015	16778	8905	10	CD4+T cell
SeuratProject	2929.57700000009	16778	10203	10	classical monocytes
SeuratProject	3017.78400000019	16778	15148	10	non-classical monocytes
SeuratProject	3020.07300000018	16778	5905	10	CD4+T cell
SeuratProject	2988.15800000015	16778	11575	10	CD8+T cell
SeuratProject	2989.19400000009	16778	8312	10	NK cell
SeuratProject	2928.07500000013	16778	12028	10	CD8+T cell
SeuratProject	2730.63700000008	16778	10338	10	CD4+T cell
SeuratProject	2865.02400000013	16778	5210	10	classical monocytes
SeuratProject	2910.30300000013	16778	8818	10	CD8+T cell
SeuratProject	2895.92800000015	16778	8045	10	CD4+T cell
SeuratProject	2933.36100000013	16778	6872	10	CD8+T cell
SeuratProject	2940.20200000011	16778	12753	10	NK cell
SeuratProject	2888.10900000011	16778	4196	10	NK cell
SeuratProject	2976.36600000011	16778	4159	10	NK cell
SeuratProject	2992.92500000015	16778	10369	10	CD4+T cell
SeuratProject	2924.71800000014	16778	12297	10	CD4+T cell
SeuratProject	3042.02400000012	16778	13347	10	CD4+T cell
SeuratProject	2832.19600000013	16778	14162	10	CD8+T cell
SeuratProject	2895.56800000012	16778	9036	10	CD8+T cell
SeuratProject	2979.74900000011	16778	9846	10	CD8+T cell
SeuratProject	2972.88700000017	16778	8902	10	CD4+T cell
SeuratProject	2993.61000000011	16778	14976	10	non-classical monocytes
SeuratProject	2974.24700000011	16778	11757	10	NK cell
SeuratProject	2618.14100000004	16778	7493	10	CD4+T cell
SeuratProject	2843.84800000012	16778	10269	10	CD4+T cell
SeuratProject	3066.45600000013	16778	15042	10	CD8+T cell
SeuratProject	2969.8410000001	16778	10550	10	NK cell
SeuratProject	2959.54600000017	16778	19873	10	CD8+T cell
SeuratProject	2970.03500000014	16778	6118	10	classical monocytes
SeuratProject	2954.56000000016	16778	8837	10	classical monocytes
SeuratProject	2902.81100000014	16778	8436	10	CD4+T cell
SeuratProject	2864.6950000001	16778	8094	10	NK cell
SeuratProject	3034.03200000019	16778	7074	10	classical monocytes
SeuratProject	2938.7880000001	16778	11022	10	NK cell
SeuratProject	3002.80800000014	16778	10472	10	NK cell
SeuratProject	2884.68200000014	16778	13369	10	NK cell
SeuratProject	2863.59500000013	16778	10936	10	CD4+T cell
SeuratProject	2955.41900000017	16778	8717	10	CD4+T cell
SeuratProject	2894.61400000014	16778	8227	10	CD4+T cell
SeuratProject	2990.29400000016	16778	10769	10	CD8+T cell
SeuratProject	2922.34100000017	16778	8394	10	CD4+T cell
SeuratProject	2947.3220000001	16778	9960	10	CD8+T cell
SeuratProject	2933.29000000011	16778	10323	10	NK cell
SeuratProject	2892.25500000014	16778	12300	10	CD4+T cell
SeuratProject	2995.41100000013	16778	15078	10	CD8+T cell
SeuratProject	2885.80500000017	16778	9330	10	CD4+T cell
SeuratProject	2938.45300000018	16778	8320	10	CD4+T cell
SeuratProject	2861.07500000012	16778	15336	10	CD8+T cell
SeuratProject	2893.18800000015	16778	7230	10	CD4+T cell
SeuratProject	3053.02400000015	16778	15179	10	CD8+T cell
SeuratProject	2987.56400000017	16778	8537	10	CD4+T cell
SeuratProject	2855.31100000012	16778	7390	10	CD4+T cell
SeuratProject	2954.3960000001	16778	15137	10	NK cell
SeuratProject	2879.39600000015	16778	11298	10	CD4+T cell
SeuratProject	2978.02500000013	16778	13198	10	CD4+T cell
SeuratProject	2974.52700000009	16778	9829	10	NK cell
SeuratProject	2810.8080000001	16778	14491	10	CD8+T cell
SeuratProject	2836.2230000001	16778	13095	10	CD8+T cell
SeuratProject	2994.4120000002	16778	17274	10	CD8+T cell
SeuratProject	2849.34400000013	16778	6011	10	CD4+T cell
SeuratProject	2997.15100000023	16778	9779	10	CD4+T cell
SeuratProject	2936.28500000015	16778	12430	10	CD8+T cell
SeuratProject	2928.21800000015	16778	8970	10	classical monocytes
SeuratProject	3035.01200000016	16778	9806	10	classical monocytes
SeuratProject	2858.41500000011	16778	3679	10	naïve B cells
SeuratProject	3008.61500000018	16778	9732	10	CD4+T cell
SeuratProject	2914.12200000012	16778	11164	10	NK cell
SeuratProject	2926.30700000018	16778	9339	10	CD4+T cell
SeuratProject	2890.0400000001	16778	13916	10	CD8+T cell
SeuratProject	2950.68600000011	16778	9496	10	NK cell
SeuratProject	2920.00900000012	16778	8520	10	NK cell
SeuratProject	2943.34800000013	16778	11713	10	CD8+T cell
SeuratProject	2753.45500000008	16778	7690	10	CD4+T cell
SeuratProject	2958.5770000001	16778	12072	10	CD4+T cell
SeuratProject	2917.39200000015	16778	8534	10	CD4+T cell
SeuratProject	2990.23900000022	16778	15078	10	CD4+T cell
SeuratProject	2931.12300000011	16778	8518	10	CD4+T cell
SeuratProject	2859.98500000013	16778	7308	10	CD4+T cell
SeuratProject	2956.36100000018	16778	9265	10	CD4+T cell
SeuratProject	2967.56000000019	16778	7695	10	CD4+T cell
SeuratProject	2914.53700000018	16778	9713	10	CD4+T cell
SeuratProject	2916.62100000015	16778	12245	10	CD4+T cell
SeuratProject	3078.77200000011	16778	6742	10	classical monocytes
SeuratProject	3061.10700000022	16778	7626	10	classical monocytes
SeuratProject	2934.1720000001	16778	12068	10	NK cell
SeuratProject	2906.08400000016	16778	13888	10	CD4+T cell
SeuratProject	2844.60200000012	16778	8117	10	CD4+T cell
SeuratProject	2986.85400000017	16778	6856	10	CD4+T cell
SeuratProject	3064.45300000013	16778	15142	10	NK cell
SeuratProject	2916.57600000015	16778	9108	10	CD4+T cell
SeuratProject	3050.27900000014	16778	7918	10	NK cell
SeuratProject	2916.87300000014	16778	10448	10	CD8+T cell
SeuratProject	3032.19200000014	16778	14619	10	CD8+T cell
SeuratProject	2725.87700000004	16778	7633	10	CD4+T cell
SeuratProject	2950.06900000012	16778	7601	10	NK cell
SeuratProject	3009.06200000014	16778	11489	10	NK cell
SeuratProject	2905.29700000009	16778	10569	10	NK cell
SeuratProject	2942.62000000008	16778	11820	10	CD8+T cell
SeuratProject	2830.1390000001	16778	8199	10	CD4+T cell
SeuratProject	2940.07900000017	16778	10875	10	CD4+T cell
SeuratProject	3002.93800000017	16778	7587	10	classical monocytes
SeuratProject	2859.11100000014	16778	9281	10	CD4+T cell
SeuratProject	2852.10900000009	16778	3233	10	naïve B cells
SeuratProject	2883.17400000014	16778	7291	10	CD4+T cell
SeuratProject	2954.13400000009	16778	9734	10	NK cell
SeuratProject	2998.73700000019	16778	8606	10	CD4+T cell
SeuratProject	2981.84500000009	16778	17611	10	NK cell
SeuratProject	3017.55300000013	16778	13107	10	NK cell
SeuratProject	2901.49000000014	16778	11170	10	naïve B cells
SeuratProject	2979.40700000014	16778	16343	10	CD8+T cell
SeuratProject	3089.00800000024	16778	15454	10	CD4+T cell
SeuratProject	2944.49300000019	16778	7928	10	CD8+T cell
SeuratProject	2917.52100000017	16778	12519	10	CD8+T cell
SeuratProject	2910.33100000009	16778	7197	10	NK cell
SeuratProject	2884.25400000011	16778	9163	10	CD4+T cell
SeuratProject	2809.18800000012	16778	8456	10	CD4+T cell
SeuratProject	2885.39300000008	16778	9623	10	NK cell
SeuratProject	2918.04700000013	16778	7888	10	CD4+T cell
SeuratProject	2940.10000000017	16778	7992	10	CD4+T cell
SeuratProject	2980.69500000012	16778	10596	10	NK cell
SeuratProject	3001.9790000002	16778	10879	10	CD4+T cell
SeuratProject	2992.92100000016	16778	13192	10	CD8+T cell
SeuratProject	2798.95100000012	16778	15180	10	naïve B cells
SeuratProject	2791.12000000007	16778	8246	10	NK cell
SeuratProject	3010.94200000017	16778	10223	10	CD4+T cell
SeuratProject	2931.83000000015	16778	5552	10	CD4+T cell
SeuratProject	2940.31400000015	16778	9152	10	CD4+T cell
SeuratProject	2926.61800000016	16778	8035	10	CD4+T cell
SeuratProject	2982.08600000015	16778	10956	10	CD8+T cell
SeuratProject	3034.7500000002	16778	11663	10	CD4+T cell
SeuratProject	2950.96200000014	16778	1684	10	CD8+T cell
SeuratProject	2956.5890000001	16778	5108	10	NK cell
SeuratProject	2928.51400000015	16778	6907	10	CD4+T cell
SeuratProject	2857.48400000011	16778	6553	10	CD4+T cell
SeuratProject	2887.59600000012	16778	8700	10	CD8+T cell
SeuratProject	2808.90300000013	16778	9177	10	CD4+T cell
SeuratProject	2859.41200000014	16778	8028	10	CD4+T cell
SeuratProject	2913.41600000011	16778	6486	10	CD4+T cell
SeuratProject	3070.55600000015	16778	6244	10	NK cell
SeuratProject	3070.53000000018	16778	13463	10	CD8+T cell
SeuratProject	2901.1360000001	16778	7646	10	NK cell
SeuratProject	3004.52800000015	16778	12302	10	CD4+T cell
SeuratProject	3089.5040000001	16778	18692	10	NK cell
SeuratProject	2885.14100000015	16778	10093	10	CD8+T cell
SeuratProject	2924.08600000014	16778	14737	10	CD8+T cell
SeuratProject	2913.77100000019	16778	9684	10	CD4+T cell
SeuratProject	3081.16400000018	16778	12921	10	CD8+T cell
SeuratProject	2727.58000000004	16778	9669	10	CD4+T cell
SeuratProject	2955.80900000014	16778	9604	10	classical monocytes
SeuratProject	2955.58700000018	16778	10515	10	CD4+T cell
SeuratProject	2914.68300000015	16778	9272	10	CD4+T cell
SeuratProject	2881.94600000016	16778	13738	10	CD8+T cell
SeuratProject	2794.58200000009	16778	3406	10	naïve B cells
SeuratProject	2876.46800000014	16778	8769	10	CD4+T cell
SeuratProject	2926.44400000011	16778	11345	10	NK cell
SeuratProject	2802.31700000012	16778	11300	10	CD4+T cell
SeuratProject	2992.15100000012	16778	10732	10	NK cell
SeuratProject	2934.15100000013	16778	3995	10	NK cell
SeuratProject	2728.30100000008	16778	14923	10	NK cell
SeuratProject	2895.72700000012	16778	9092	10	NK cell
SeuratProject	2898.50300000012	16778	11673	10	CD4+T cell
SeuratProject	3121.41400000016	16778	7198	10	classical monocytes
SeuratProject	2903.53400000016	16778	10139	10	CD4+T cell
SeuratProject	2817.15700000008	16778	13991	10	NK cell
SeuratProject	2902.24600000014	16778	7290	10	CD4+T cell
SeuratProject	2868.60000000014	16778	17614	10	CD8+T cell
SeuratProject	2952.66000000017	16778	11416	10	CD4+T cell
SeuratProject	3033.13700000021	16778	9237	10	CD4+T cell
SeuratProject	2992.5990000002	16778	9320	10	CD4+T cell
SeuratProject	2947.81700000016	16778	9817	10	CD4+T cell
SeuratProject	2951.90500000011	16778	13300	10	CD8+T cell
SeuratProject	3082.81000000016	16778	19726	10	non-classical monocytes
SeuratProject	2818.49300000012	16778	9793	10	CD4+T cell
SeuratProject	2890.70200000011	16778	13300	10	NK cell
SeuratProject	3013.52700000015	16778	18744	10	non-classical monocytes
SeuratProject	2962.5220000001	16778	10823	10	NK cell
SeuratProject	2824.1680000001	16778	6826	10	NK cell
SeuratProject	2912.6490000001	16778	15233	10	NK cell
SeuratProject	2940.49300000015	16778	8945	10	CD4+T cell
SeuratProject	2782.4420000001	16778	10656	10	CD8+T cell
SeuratProject	3052.03000000018	16778	10326	10	CD8+T cell
SeuratProject	3091.96900000019	16778	7428	10	classical monocytes
SeuratProject	2793.00700000009	16778	9636	10	CD4+T cell
SeuratProject	2889.68000000009	16778	8167	10	NK cell
SeuratProject	2823.14300000013	16778	13980	10	CD4+T cell
SeuratProject	2968.80100000009	16778	7861	10	NK cell
SeuratProject	2945.65400000018	16778	9414	10	CD8+T cell
SeuratProject	3041.72600000019	16778	7074	10	CD4+T cell
SeuratProject	3038.11600000014	16778	10224	10	NK cell
SeuratProject	3108.57000000008	16778	5106	10	classical monocytes
SeuratProject	3029.61800000008	16778	8783	10	NK cell
SeuratProject	2909.51100000014	16778	12431	10	CD8+T cell
