anti-human-CD155-totalC anti-human-CD112-totalC anti-human-CD47-totalC anti-human-CD52-totalC anti-human-CD3-totalC anti-human-CD8-totalC anti-human-CD56-totalC anti-human-CD19-totalC anti-human-CD33-totalC anti-human-CD11c-totalC anti-human-HLA-totalC anti-human-CD45RA-totalC anti-human-CD123-totalC anti-human-CD7-totalC anti-human-mouse-CD49f-totalC anti-human-CD194-totalC anti-human-CD4-totalC anti-human-CD14-totalC anti-human-CD16-totalC anti-human-CD25-totalC anti-human-CD45RO-totalC anti-human-CD279-totalC anti-human-TIGIT-totalC anti-human-CD20-totalC anti-human-CD335-totalC anti-human-CD31-totalC anti-human-IgM-totalC anti-human-CD5-totalC anti-human-CD183-totalC anti-human-CD32-totalC anti-human-CD196-totalC anti-human-CD185-totalC anti-human-CD69-totalC anti-human-CD62L-totalC anti-human-CD197-totalC anti-human-KLRG1-totalC anti-human-CD27-totalC anti-human-CD95-totalC anti-human-HLA-DR-totalC anti-human-CD1c-totalC anti-human-CD64-totalC anti-human-CD141-totalC anti-human-CD314-totalC anti-human-CD66b-totalC anti-human-CD35-totalC anti-human-CD57-totalC anti-human-CD366-totalC anti-human-mouse-rat-CD278-totalC anti-human-CD96-totalC anti-human-CD39-totalC anti-human-CD24-totalC anti-human-CD21-totalC anti-human-CD11a-totalC anti-human-CD244-totalC anti-human-CD235ab-totalC anti-human-CD169-totalC anti-human-CD268-totalC anti-human-CD54-totalC anti-human-CD62P-totalC anti-human-TCRAB-totalC anti-human-FCERI-totalC anti-human-CD41-totalC anti-human-CD163-totalC anti-human-CD2-totalC anti-human-CD226-totalC anti-human-CD29-totalC anti-human-CD49b-totalC anti-human-IgD-totalC anti-human-CD18-totalC anti-human-CD38-totalC anti-human-CD127-totalC anti-human-CD15-totalC anti-human-CD22-totalC anti-human-CD71-totalC anti-human-CD193-totalC anti-human-CD36-totalC anti-human-CD49d-totalC anti-human-CD73-totalC anti-human-TCR-Vd2-totalC anti-human-CD305-totalC anti-human-CD158b-totalC anti-human-CD158e1-totalC anti-human-CD337-totalC anti-human-CD138-totalC anti-human-CLEC12A-totalC anti-human-CD94-totalC anti-human-Ig-light-chain-totalC anti-human-Ig-light-chain--totalC anti-human-CD328-totalC
KLRK1 0 0 0 0 0 0 0.382778268449979 0 0 0 1.28940396599168 2.71389677060524 0 0.121045190300922 -0.250868705031911 0 -0.200075369352975 0 1.54477116318461 0 0 0.135602412005947 0 0 0 0 0 0 0 0 0 0 0 0 0 0.185101767086604 0 0 0 0 0 0 0.277543147147932 0 0 2.28697126113561 0 0 0 0 0 0 0 0.135032771202986 0 0 0 0.796067052387319 0 0 0 -0.629564668721703 0 0.51915096836335 0.0595044071890531 0.226357513112681 0 0 0.397145046957289 0 0 0 0 0 0 0 0.525408817755491 0 0 0.302246925062892 0 0 0 0 0 0 -0.552123089925664 0 0.583304948941588
FCGR2A -0.0503654111032184 0 -0.00681343795510995 0 0 0 0 0 -0.779752490628511 0 -0.162872902380255 0 0 0 0 0 0 0 -0.170358542532001 0 0 0 0 0 0 -0.64468496773657 0 0 0 0 0 0 0 0 0 0 0 -0.0819135159145751 -0.478651629298132 0 -0.377563325676709 0 0 -0.239328780860869 0 0 0 0 0 -0.0474748589582574 0 0 0 0 0 0 0 -0.184448688597989 0 0 0 0 0 -0.00330492592373224 0 -0.186103013506211 0 0 -0.0100848210470842 -0.0913628247650013 0 0 0 0 0 -0.239952137396275 -0.217819475730603 0 0 -0.586581051809399 0 0 0 0 -0.435657485395932 0 -0.125279755844696 0 0
SIGLEC7 0 0 0 0 -0.252904804249856 0 0 0 -0.183352638025535 0 -0.0243798858251188 -0.0252052105751883 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0158498407418789 0 0 0 0 0 0 0 0 0 0 0 0 -0.0825589549893808 0 -0.0527170132458671 0 0 0 0 0 0 0 0 0 0 0 0.0354408167580767 0 0 0 0 0 0 0 0 0 0 0 0.0479928926479016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0701867022263688 0 0 0 0 0 0 0 0 1.96332493159346
CD33 0.0976893949281296 0 0.171860901229545 0 0 0 0.0211238087824365 0 1.74596307205521 0 0.264758299175254 0 0 0 0.340356908179587 0 0 0.0808981234839523 0.0674892446532191 0 0 0.0483720923381587 0 0 0 1.04842921858967 0 -0.152901852232633 0 0.00136138509715837 0 0 0.109092526624637 0 0 0.0376559754940114 0 0.102379186910512 0.104616834464283 0 0.342283757494373 0.196249072892812 0 0 0.850653876563707 0 0.148679296934793 0 0 0.257473190520719 0.0529221386594527 0 0.217378219759492 0.244403485579128 0 0 0 0.574238684787452 0.758601674502211 0 0.032831878928552 1.0647804886646 0.00925158504284669 0 0.218165678460793 0.798035961787335 0.419982218496791 0 0.41575146887032 0.152275204561463 0 0 0 0 0 1.19934912148322 0.287733176054268 0 0 0.594505246679912 0 0 0.140575354557225 0 1.27725852690424 0 0.180393400576595 0.174324108014062 0.617204327147561
NCR1 0 0 -0.0170371299702331 -0.170173083707759 -0.0566552028960447 0 0 0 -0.105530021710176 0 -0.494548240069626 -0.260458590916954 0 0 0 0 -0.110239837703126 0 0 0 0 -0.0993796324712789 0 0 0 -0.265463295095495 0 -0.187051568255803 0 -0.255694199627053 0 0 0 0 0 0 0 -0.0787781479111305 -0.348040284152338 0 -0.179365549289323 0 0 -0.231067563457808 -0.0811345791019531 -0.416723861662464 0 0 0 -0.095382556189648 -0.00300362320805394 0 0 0 0 0 0 -0.279835883814808 0 -0.0615969702744108 0 -0.0418523198282389 0 -0.419430774452753 0 -0.452836283541043 0 0 -0.134729373363911 0 0 0 0 0 0 0 -0.419406399386898 0 0 -0.146441708438056 0 0 0 0 -0.421165675099643 0 0 0 0
NCR3 0 0 0 0 -0.0226132580225736 0 0.0349678801669649 0 0 0 0 0 0 0 0 0 -0.069034681536009 0 0 0 0 0 0 0 0 0 0 -0.0585514983694615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0205039935885906 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0196335511363002 0 0 0.0483256138716253 0 0 0.0806637102870402
CR1 0 0 -0.185312270944995 -0.230946194564154 -0.124628480705535 0 0 0 0.100629391869049 0 -0.49736449468725 -0.14646182226513 0 -0.203723845709428 0 0 -0.248198518882482 0 -0.524370428779923 0 0 0 0 0 0 0 0 -0.212977382395536 0 -0.300143217969281 0 0 0 -0.245365007448891 0 0 -0.0697791891334819 -0.00846863123313247 -0.3276428039899 0 0 0 0 -0.163602951678916 1.03975543224217 -0.00540448187427754 0 0 0 -0.11419336972914 0 0 0 0 0 0 0 -0.214179883180102 0.151943331111898 0 0 0.240398819047948 0 -0.222208889220835 0.0160562839114631 0 0 0 0.0321856940315349 0 0 -0.259618032802489 0 0 0 0 -0.230104979125666 0 0 -0.0668855844895057 0 0 0 0 0.0156039531100501 0 0 0 0.0328441407408627
CD36 0.053952253082612 0 0 0 0 0 0.0268817717926543 0 0.210880704607011 0 0 0 0 0 0 0 0 0.0709670192930701 0.027196957408108 0 0 0.0118034208538139 0 0 0 0.119684773313493 0 -0.0220779029673634 0 0 0 0 0.0138449446774221 0 0 0 0 0.0669982972063452 0 0 0.148753318099427 0 0 0.00992523881151518 0.192369577211819 0 0.00406329668765553 0 0 0.0228517465433236 0.00716960161371956 0 0 0 0 0 0 0.0399937890502224 0 0 0 0 0.00661402191907592 0 0 0.0163183628645544 0 0 0.120325222751911 0.0985423172953176 0 0 0 0 0 0.188887253081269 0.0169176609421079 0 0 0.148546564687395 0 0 0.000790482790300386 0 0.140108316261699 0 0.101874697329979 0.0846983660794533 0.0342505996735651
HAVCR2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0964148088942499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.197089065143893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0751562691674026 0 0 0 0 0 0.149663345489143 0 0 0 0.0219310510895668 0 0 0 0 0.211387170259595 0 0.11156723818711 0 0.0664779854804366
CD38 0 0 0 0 -0.00848681243542037 0 0 0.0711344374852195 -0.0547375945366163 0 0.0914697309326225 0.144653456834015 0 0 -0.029082615747505 0 0 0 0.0152889356463127 0 0 0 0 0 0 0.0347261112485546 0 -0.0110796016913677 0 0.0707151072404021 0 0 0 0 0 0 0.0380176743967575 0.0166949658802528 0.0704267342054806 0 0 0 0 0 -0.00676350659867165 0 0 0 0 0.149575691347228 0 0 -0.00933632315482446 0 0 0 0 0.158688552522176 0 0 0 -0.0482170423639156 0 -0.0107863069838512 0 0.0832088965269969 0 0 0 0.405346002135983 0 0 0 0.156853629389509 0 -0.00914275113577816 0.160697425821495 0 0 -0.00631558651982704 0 0 0.00870194410209854 0 -0.0266481906823739 0 0 0 -0.00751517221080672
ENTPD1 0 0 0 -0.0192684460872199 -0.0985196975137747 0 0 0.247033904850283 0.939388189886702 0 0.334871702111522 0.0201729112056857 0 -0.144307732530206 0 0 -0.439663194853993 0 0 0 0 0 0 0 0 0 0 -0.219016347962706 0 0 0 0 0 0 0 0 0 0.000182402959862044 0.0121400412886948 0 0 0 0 0.0374914212854395 0.0196118417166944 0 0 0 0 0.679237215597354 0 0 0 0 0 0 0 0.110124328340954 0 0 0 0 0 -0.248239314502928 0 0.34765999504866 0 0 0 0.239567534830408 0 0 0 1.02982035777164 0 0 0.11354083840377 0 0 0 0 0 0 0 0 0 0 0 0
CD4 0.00758867869165082 0 0.178104284987809 0.0841570000013157 0 0 0 0 0.639546364604452 0 0.0742835938098692 -0.0423846556605491 0 0 0.985124997784557 0.217153585493142 0.757072201468275 0.0653475054284751 0 0.00653502068277474 0 0 0 0 0 0.309956650058707 0 0.128687100103534 0 0.266930739810073 0 0 0 0.105819130657416 0 0 0 0.139427202532138 0.595882983787944 0 0.0465472653922125 0 0 0 0.200102927188956 0 0 0.114368592862497 0.00840541199133286 0.113004523286296 0.0182006585961983 0 0.334196502629612 0.0954302698740206 0 0 0 0.534429335127538 0.447699750133832 0.0377901179171647 0 0.64985933543028 0 0 0.323734197998582 0.631643492600192 0.393673656874551 0 0.231516905642363 0 0 0 0 0 0 0.482816557599301 0.173742691658733 0 0 0.366942544067591 0 0 0.0272490736007467 0 0.43611551473231 0 0 0 0.531794616969254
ITGA2B 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.72221522160885 0 0 0 0 0 0 0.0265137066690593 0 0 0 0.40365568476371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.185833582624957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.482032632877369 0 0 1.59802636315944 0 0 0.625091691256221 0.609883708219942 0.52080879531831 0 0 0 0 0 0 0 0 0.23366854603156 0 0 0 0 0 0 0.0568388415260921 0 0 0 0 0 0
PTPRC -0.000668587919536852 0 -0.000479324336416125 0 0 0 0 0 0 0 0 0.00250586965182344 0 0 -0.0344973568643853 0 0 0 0 0 0 0 0 0 0 -0.0148544007625869 0 0 0 -0.0193764467614926 0 0 0 0 0 0 0 0 -0.0392412437676064 0 -0.00511699591301532 0 0 0 0 0 0 0 0 -0.00466734470707505 0 0 0 0 0 0 0 -0.0229438188315296 -0.0293080466280778 0 0 -0.0319782227117878 0 -0.010534213717725 -0.0169590660754051 -0.0672566801145556 -0.0102588585389879 0 0 -0.0185991318632316 0 0 0 0 0 -0.0219701527841351 -0.0236204438032819 0 0 0 0 0 0 0 -0.0101475023081647 0 -0.0163244182558357 0 -0.0252453659154994
CD47 -0.0145981776850375 0 0 0 0 0 0 0 -0.271083636453841 0 0.0519038277603032 0.0180163806538938 0 0 -0.148732877773395 0 0 -0.00594240744607291 0.0123264492405682 0 0 0.0345378455035173 0 0 0 -0.220121772309017 0 0 0 -0.192754710647696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.454984459338781 0 0 0 0 -0.0144208942413286 0 0 0 0 0 0 0 0 -0.0463400303459803 0 0 -0.222244690932823 0 0 0 -0.0290724459698705 -0.113984782357432 0 -0.0825101239821941 0 0 -0.039445214968095 0 0 0 -0.248833039313795 0 0 0 -0.106687089227439 0 0 0 0 -0.287277784430803 0 -0.191866133193329 -0.0471647214822464 -0.145212089800877
ITGA2 0 0 0 0 0 0 0 0 0 0 0 -0.139498920171104 0 0 0 0 0 0 0 0 0 0 0 0 0 3.98539498714402 0 0 0 0 0 0 0 0 0 -2.75139603311442 0 0 0 0 0 0 0 11.8942408536307 0 -10.5828579219104 0 0.621442300299635 0 0 0 0 -6.23873865494616 0 0 0 0 0 0 0 0 0 0 -11.1949091239025 0 0.968109119466122 0 0 0 0 0 0 0 0 0 0 10.0480190278742 0 0 0 0 0 0 0 3.28354550571549 0 24.4556307144016 0 0
ITGA4 -0.00802316478147195 0 -0.130684123428996 -0.143243561504088 -0.082124432008659 0 -0.0106412376695188 -0.0130005383829733 -0.0931437992649625 0 -0.161539485282254 -0.114554935649416 0 -0.235489917353334 -0.172300770452847 -0.0961706165986939 -0.150446256586761 -0.0377781304878283 -0.357297742195765 -0.0140789538383965 0 -0.0760286425695257 0 -0.00327627294227128 0 -0.0669193728596344 0 -0.182817753051738 0 -0.132093581002668 0 0 0 -0.0813008857790145 0 0 -0.0736569158236746 -0.0773242378193469 0 0 -0.013741031280089 0 0 -0.20773674100834 -0.112129697296261 -0.0931360233244419 0 0 -0.0175149717743743 -0.0159599279374565 -0.0913152500438093 0 0 -0.0124021926693676 0 0 0 -0.0757106945880843 0 -0.0594945356194837 0 0 -0.000343833415416054 -0.129333335275382 -0.0683399846681749 -0.0245800823264062 0 0 -0.07846792108436 -0.0190056890970393 -0.00271436685833212 -0.169895986210595 0 0 0 -0.000640370336789219 0.107267421430993 -0.028725448762653 0 -0.0677323093268167 0 0 -0.0935237841831748 0 0 0 0 0 -0.0518297136333825
ITGA6 0 0 0 0 0.173547527906824 0 0 0 -0.0678099973725734 0 -0.0683374896538029 0 0 0.322862698347789 -0.384756434180054 0 0 0 0.000676951461168768 0 0 0 0 0 0 -0.102655891440463 0 -0.140237180875221 0 0 0 0 0 0 0 0 0.0990289681664688 -0.127450673335877 -0.173228350855361 0 0 0 0 0.488926157942958 0 -0.0346234305677578 0 0 0 0 0.0244566625927482 0 -0.491753316344663 0 0 0 0 -0.250693530366851 -0.0480620106482031 0.266359322663929 0 -0.0186290051148948 0 -0.247979700128481 -0.0176198967574365 -0.553465999597207 0 0 -0.037961668085823 0 0 0 0 0 0 -0.0783143518267853 -0.157434072906968 0 0 0 0 0 0.00132689653671098 0 0 0 0 0 -0.0624341026951407
CD5 0 0 0 0.056749461861008 0 0 -0.00120936253810936 0 -0.077696650777105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0797646844533895 0 0.608240187076251 0 -0.0207474481188099 0 0 0 0.00525978075952093 0 0 0.024209329216756 0 -0.139614033172115 0 0 0 0 0 0 0 0 0 0.00684987021290298 -0.0126271820343932 0 0 0 -0.0768223852456431 0 0 0 -0.120546337924392 -0.106872846580643 0 0 -0.292407505767847 0 0.0331595500434322 0 -0.0401371553673552 -0.0615805498881197 0 0 0 0 0 0 0 0 -0.0981893531656783 -0.0634586952688596 0 0 -0.0185074010817778 0 0 0 0 -0.0215721111831225 -0.063103322956028 -0.109380598150678 -0.0189901369947883 -0.0745458421031982
CD52 0 0 -0.0030135330010333 0.0111406367141066 -0.00668527506883302 0 0 0 -0.00650348645625224 0 -0.0032549430997543 -0.00636167234237148 0 -0.00793831719314136 -0.00441275860618666 0 1.39133487198938e-05 0 -0.0122817608653014 0 0 -0.00093610696182395 0 0 0 -0.00362941749540558 0 0 0 0 0 0 0 0 0 0 -0.00319931581155658 0 0 0 -0.000807691704102677 0 0 -0.010332546093474 0 0 0 0 0 0 -0.000811875346547007 0 0 -0.0017009766273255 0 0 0 -0.000782406374589546 -0.00393682965624948 -0.00104041351020434 0 -0.00192374570528675 0 -0.00183817720368354 0 0 -0.00185416108499656 0 0 -0.0017764186042597 0 -0.00475881037054099 0 0 0 -0.000830866436939383 0.00243598263209907 0 0 -0.000842899802313454 0 0 -0.0022028540936929 0 -0.0032389712946847 0 0 0 -0.00383174857435218
ICAM1 0.0559371244167349 0 0.145280624291985 0.0243686026948454 0 0 0 0 0.341238142939 0 0.217983741287344 0 0 0 0 0 0.0130197305641219 0.116519491845898 0.28133972631723 0 0 0.0827953079662735 0 0 0 0.241188672154502 0 0 0 0.313898525756608 0 0 0.0246501554737265 0 0 0 0 0.162990319027234 0.311211812680403 0 0.192544857446584 0.121494825846503 0 0.264952327188435 0.267414931297447 0.0164889601137698 0.0026110234127438 0 0 0.195387540891652 0.0558140844656651 0 0 0.120315695154137 0 0 0 0.51979682183651 0 0 0 0 0 0 0.00568168563631141 0.0298758603579876 0 0 0.245487997696819 0.121238637662841 0 0.0749368863480442 0 0 0 0.171153516166074 0.208013368480754 0 0 0.294507177385455 0 0 0.101585069932232 0 0.0957905211196834 0.0669735294597995 0.189509700147608 0.173166344705371 0.0463640683608274
NCAM1 0 0 0 0 0 0 0.522540664027099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0558398540792454 0 0 0 0 0 0 0 0 0 0.0683103603946044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.541192645086493 0 0 0.175231762099401
B3GAT1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.160699776406341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04417297886724 0.0996483912520283 2.81334451034819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SELL -0.00130413623120095 0 -0.0104825166889646 0.00195094646244988 0.0160833541496182 0 0.00109405107278681 0 -0.0289923345345439 0 -0.026117085299616 0.0171203286723498 0 0.0385349683953504 -0.0307479785288594 0 0.00832341533976874 0 0.0119027703962296 0.00308642337445257 0 0.00536475523698615 0 0 0 -0.0334141454783738 0 0.0350512087868137 0 -0.0426931516594715 0 0 0 0.150396077556723 0 -0.00345774454438252 0.0149447218727456 -0.00906615469197405 -0.0308094347994244 0 -0.00377392794899752 0 0 0 0 -0.0198741742283517 0 0.00628164080752052 0 -0.0163121831567293 0 0 -0.0654684062187816 -0.0301691561162005 0 0 0 -0.0487483315962391 -0.0299429235002588 0.0196934820740758 0 -0.0718061755657916 0 0.00194732086179128 -0.0122939471289445 -0.0296108646656901 -0.019525639654392 0 -0.0165476895214417 0 0 0 0 0 0 -0.0511829981640936 -0.0229454088588398 0 0 -0.0223765274716153 0 0 0.00173769410732819 0 0 0 -0.0346340692750893 0 -0.0109551351232555
SELP 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.66399573371724 0 0 0 0.0567959973602534 0 0 0 0 0 0 0.296515765727318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.681397488135175 0 0 0 0 0 0 0.112289973763628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.405013562097729 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121559385781511 0 0 0.574147315204451 0 0 0 0 0 0
FCGR1A 0.0886713416794438 0 0.175761124051973 0.061366075852902 0 0 0.0083273704408206 0 0.629199750461524 0 0.530332117659994 0.010546538780553 0 0 0.19278472130971 0 0.157827970169697 0.200439109519333 0.338620104204166 0.00226180699204398 0 0.0915783191447906 0 0 0 0.481394871870591 0 0 0 0.375577996447714 0 0 0.0715765327455473 0 0 0.0772214047792619 0 0.210111277870914 0.473267600284492 0 0.683329582298408 0.0356978968209027 0.00558345572990521 0.254130073041913 0.548245960186082 0.0225901858488415 0.0718978138585223 0 0.0961855389811387 0.156977569106745 0.0916260107833257 0 0 0.0185418757809347 0 0.119037807378678 0 0.452193529872926 0.195692826212806 0.05199222999489 0 0.328312513465106 0.109842900563759 0 0.0988581086160222 0.194628640571782 0.0826453341117366 0 0.41135282085759 0.25444720008436 0 0.0633220670338517 0 0.0492446096176472 0 0.452644815842645 0.268395216269187 0.0101436729488472 0 0.43673754359282 0 0.0117557412233908 0.0970252857232831 0 0.250565729756085 0 0.494369688886955 0.325233049376536 0.0435192671992455
CD69 0 0 0 0 0 0 0 -0.000615950327682906 0 0 0 -0.00341566997841041 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00237086480420417 0 0.000433672887638654 0 0 0 0 0 -0.000787242899415132 0 -0.000459181182607185 0 0 -0.00265417190499654 0 0 0 0 0 0 -1.87461849131845e-05 0 0 0 -0.00221161225465395 0 0 0 -0.00216601312786418 0 0 0 0 -0.00188386551718473 0 0 -0.00386491002399316 0 0.0090083348312835 0 0 -0.00399024010678064 0 0 0 0 0 0 0 0 -0.000161355161481145 0 0 0 0.00117198953331493 0 0 0 0 -0.00670710768516602 -0.00171687027468448 0 0 -0.00272692501497419
CD7 0 0 0 0 0 0 0.00678902603599194 0 0 0 0 0 0 0.190257883380488 0 0 0 0 0.0111543855782442 0 0 0 0 0 0 -0.00201663628494104 0 0.0125223368259416 0 0 0 0 0 0.038385550562589 0 0 0.000197161130467603 0 -0.0114322231561043 0 0 0 0 0 -0.00389283679127858 -0.00825096988804267 0 0 0 -0.00419903070156011 0 0 0 0.00489267928880104 0 0 0 0 0 0 0 0 0 0.0195034696197055 0 0 0 0 0 0 0 0 0 -0.00503978267784892 0 0 0 0 0 0 0 0 0.00954984969838984 0 -0.00819994700973519 0.0250330616544619 -0.00862332882940572 0 0.00617243449996879
TFRC 0 0 -0.0509449144823871 -0.0218078391977024 -0.00672069558026082 0 -0.00204848446025109 0 -0.0242247816552895 0 -0.153630740098386 -0.12815178914808 0 -0.0715585929019345 0 0 -0.136999704907351 0 -0.340309039842207 0 0 -0.132002975898199 0 0 0 -0.00741436187475196 0 -0.141625869477685 0 0 0 0 0 -0.125799112690343 0 0 -0.0109453349978328 -0.00962195495601993 0 0 -0.0677535682484502 0 0 -0.10230821834208 0 -0.00268793932662269 0 0 0 -0.0416278924856425 -0.0377846641640638 0 0 0 0 0 0 -0.0585021452373377 0 -0.0160825673154533 0 0 0 -0.0848122392911889 0 0 0 0 -0.0869294203372159 0 0 -0.0123774173219823 0 0 0 0 -0.0534864480349638 0 0 -0.0664237128886767 0 0 -0.144858209038855 0 0.0710657376156384 0 0 0 0
NT5E 0 0 0 0.489013558838079 0 0 0 2.93519224314042 -0.937965063374106 0 1.74230372269999 0 0 0 0 0 -1.47009828581627 0 -2.92863599782003 0 0 -1.06564135195198 0 0.68695263970033 0 -1.20671583312907 0 -2.12731474828646 0 -0.417957453813774 0 0 0 1.40378551112992 0 0 0 0 0.22410289868416 0 0 0 0 -1.1313203336941 2.65755859000432 0 0 0 0 0 -0.27464550244728 0.255322866638744 0 -0.383302921094185 0 0 0 0 0 -0.479930999932654 0 0 0 -0.308615909526445 -0.299603404945968 -0.712465883227138 0 0 -0.142494233980218 -0.370334185914132 0 0 0 0 0 0 0.00948497478780317 8.46012135117675 0 0 0 0 -1.08411313266703 0 -2.35453799246717 0 2.84525551976018 0.832442657351792 -1.43177843837367
CD8A 0 0 0 -0.00147961881603007 0.00475961130940281 0.08781029258185 0 0 0.0119302812275653 0 0.00699168188913833 0.00435531434521288 0 0 -0.0135396371955902 0 -0.0551580191243857 0 0 0 0 0.00651053942848816 0 0 0 0 0 -0.0105048178848629 0 0.00448858661456024 0 0 0 0 0 0.00967639657326525 0 0 0.00279356190614087 0 0.00551756070053314 0 0.000243738538161848 0.00623224442935387 0.00184950476540801 0.00844789970134288 0 0 0 0.000520686976696129 0 0 0 0.00708066283260689 0 0 0 0.0105414412852141 0 0 0 0 0 0.00431868740409854 0.00225763004356252 0 0 0 0.00897067954733707 0 0 0 0 0 0 0.00159397053667635 0.00466499984651877 0 0 0.00737558383532027 0 0 0.00613160749831698 0 0 0 -0.000934954374817857 0 0
KLRD1 0 0 0 -0.00220575959279402 0 0 0.0141035805306354 0 0 0 0 0.0381511104979748 0 0 0 0 -0.00285158102334673 0 0.0108660479698103 0 0 0 0 0 0 0 0 -0.0299962507287288 0 0 0 0 0 0 0 0 -0.00759304003662524 0 0 0 0 0 0 0 0 0.0105847177239408 0 0 0 0 0 0 0 0.0279611908987204 0 0 0 0 0 0 0 0 0 0.0206794909369271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00645596462038886 0 0 0.0235692301874403 -0.0056154072387799 0 0.0170292044439681
FAS 0 0 0 0.00996279756559787 0 0 0 0 0.085028303510212 0 0.515552259930016 0 0 0 0.358316237338685 0.412107414041211 0.349219781347654 0 0 0.105080497780603 0 0 0 0 0 0 0 0.282731546291055 0 0 0 0 0 0.338136173057116 0 0 0 0.490644429432654 0 0 0 0 0 0 0 0 0 0.171546058632115 0 0 0 0 -0.145874166241667 0 0 0 0 0.0708026990902261 0 0 0 0 0 0.611787665121685 0 0.0310370472041628 0 0 0 0 0 0 0 0 0 0 0.194204183701909 0 0 0 0 0 0.102227497834935 0 0 0 0 0 0
CD96 0 0 0 0 0 0 0 -0.101866263753658 -0.0510232115700093 0 -0.290964762974395 -0.061074543291146 0 0 0 0 -0.0720733459378183 0 0 0 0 0 0 -0.0376354284312561 0 -0.00257882084268276 0 -0.0291750697832581 0 -0.259872221767931 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0186218967079757 -0.191037009746745 -0.0297894344083952 0 0 0 -0.113775828858761 0 0 0 0 0 0 0 -0.137969620955808 0 0 0 0 0 0 0 -0.0267476201039786 0 0 0 0 0 0 0 -0.0536496374265456 0 0 -0.0770957225959951 -0.0810327780057706 0 -0.0829567209211186 0 0 0 0 -0.134120447836712 0 0 -0.0865017496077123 0
CLEC12A 0 0 0 0 0 0 0 0 0.000460271585145326 0 0 0 0 0 0 0 0 0 0.173143384009493 0 0 0.0302452117409184 0 0 0 -0.00380258432349609 0 0 0 -0.100915763289174 0 0 0 -0.00119380199326092 0 0 0 0 -0.122201455538609 0 0 0 0 0.207833050857023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.40323976848015 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0654453643813098 0.0254830514893995 0 0 0 0 0 0 0 0 0 0 0 -0.203817438562947
HLA-DRA -0.000134392400824822 0 0 0 0 0 0 0.000283918662937934 -0.0014139803153308 0 0 -0.000322849675261199 0 0 -0.00226381823613827 0 0 0 -0.00322557019868662 0 0 -0.000747455676758488 0 0 0 -0.00286986514327865 0 0 0 0.00364577998619692 0 0 0 0 0 0 0 -0.00108104184340456 0.0205247576075115 0.00159837255727933 -0.000516621240189663 0 0 -0.00104843227819232 -0.00519525953478708 0 0 0 0 9.71464043786407e-05 0 0 0 0 0 0 0 0.00625326866541166 0 0 0 0 0 0 0 0 0 0 -0.00193736620542835 0 0 0 0 0 0 -0.000834477691241948 0.000697948034939692 0 0 0 0 0 -0.000144495601509033 0 0 0 0.000497228462882577 0.00137260697395759 0
IGHD 0 0 0 0 0 0 0 0 0 0 0 0.00165823192843097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00235919552412139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00287938110694775 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
